unnamed, Latitude, Longitude
0, 40.762583, -73.972858
0, 40.76241, -73.97289499999998
0, 40.762648, -73.972655
0, 40.76269, -73.972955
0, 40.76252, -73.97288
0, 40.762433, -73.97313
0, 40.762658, -73.97254499999998
0, 40.762398, -73.972595
0, 40.762275, -73.97240499999998
0, 40.762347, -73.97251699999998
0, 40.762128, -73.97260799999998
0, 40.762074, -73.97231499999998
0, 40.762432, -73.97227499999998
0, 40.762451, -73.972182
0, 40.762199, -73.972263
0, 40.762233, -73.972312
0, 40.762105, -73.972443
0, 40.762311, -73.97217499999998
0, 40.762062, -73.972412
0, 40.762103, -73.97282199999998
0, 40.761938, -73.97265199999998
0, 40.761996, -73.972848
0, 40.761953, -73.972237
0, 40.761913, -73.97217
0, 40.761933, -73.97207
0, 40.76191, -73.972297
0, 40.762523, -73.97193699999998
0, 40.762677, -73.971995
0, 40.762125, -73.97199899999998
0, 40.762074, -73.971993
0, 40.761822, -73.972903
0, 40.762129, -73.973033
0, 40.761745, -73.972947
0, 40.761939, -73.97202699999998
0, 40.76172, -73.97221899999998
0, 40.761707, -73.97222999999998
0, 40.761687, -73.972013
0, 40.761893, -73.971905
0, 40.76211, -73.971874
0, 40.762032, -73.97185
0, 40.761907, -73.971833
0, 40.762479, -73.97183099999998
0, 40.762741, -73.971997
0, 40.762639, -73.971731
0, 40.762856, -73.971789
0, 40.76297, -73.972009
0, 40.762102, -73.971777
0, 40.761545, -73.97293
0, 40.761608, -73.972751
0, 40.761602, -73.972835
0, 40.76154, -73.972851
0, 40.7622, -73.97313
0, 40.761925, -73.973207
0, 40.761524, -73.973111
0, 40.761447, -73.97225799999998
0, 40.76147, -73.972373
0, 40.761599, -73.97244899999998
0, 40.761661, -73.971794
0, 40.762287, -73.971732
0, 40.761904, -73.97158299999998
0, 40.762658, -73.971632
0, 40.762483, -73.971537
0, 40.762907, -73.971782
0, 40.76268, -73.971503
0, 40.763048, -73.97159
0, 40.763137, -73.971688
0, 40.763117, -73.97166699999998
0, 40.763001, -73.97229299999998
0, 40.763151, -73.971922
0, 40.763237, -73.972085
0, 40.761361, -73.972953
0, 40.761263, -73.97291199999998
0, 40.761306, -73.97290599999998
0, 40.761287, -73.972988
0, 40.762233, -73.973392
0, 40.761935, -73.971323
0, 40.761723, -73.971483
0, 40.762767, -73.971393
0, 40.762535, -73.971422
0, 40.762558, -73.971314
0, 40.762632, -73.971298
0, 40.763186, -73.971779
0, 40.762953, -73.97147699999998
0, 40.763232, -73.971653
0, 40.763312, -73.971683
0, 40.763183, -73.971383
0, 40.7632, -73.97161699999998
0, 40.763311, -73.97153299999998
0, 40.763217, -73.97168499999998
0, 40.763332, -73.97156699999998
0, 40.763228, -73.971753
0, 40.763232, -73.971557
0, 40.76313, -73.971537
0, 40.763376, -73.972204
0, 40.763376, -73.972204
0, 40.76113, -73.972803
0, 40.761043, -73.97302
0, 40.761132, -73.97318699999998
0, 40.761721, -73.971202
0, 40.761747, -73.971163
