Order, Latitude, Longitude
8, 40.748103, -73.98268199999998
8, 40.748167, -73.982657
8, 40.74822, -73.9826
8, 40.747975, -73.98279499999998
8, 40.748262, -73.98273299999998
8, 40.748437, -73.98258699999998
8, 40.7484, -73.98255299999998
8, 40.74837, -73.98238
8, 40.747798, -73.982765
8, 40.747908, -73.98296999999998
8, 40.747745, -73.98270499999998
8, 40.747761, -73.98265399999998
8, 40.748548, -73.98250199999998
8, 40.748482, -73.982297
8, 40.748538, -73.982336
8, 40.748515, -73.982173
8, 40.74862, -73.98233999999998
8, 40.748249, -73.982118
8, 40.748531, -73.982273
8, 40.747569, -73.98277899999998
8, 40.747648, -73.98274
8, 40.747603, -73.982943
8, 40.74773, -73.983188
8, 40.747818, -73.983075
8, 40.747488, -73.982573
8, 40.748718, -73.982338
8, 40.74866, -73.98228799999998
8, 40.748675, -73.982321
8, 40.748745, -73.982297
8, 40.74855, -73.982043
8, 40.748812, -73.98222599999998
8, 40.74878, -73.98206
8, 40.748555, -73.981942
8, 40.748813, -73.982139
8, 40.748908, -73.982381
8, 40.747345, -73.98296999999998
8, 40.747498, -73.98290699999998
8, 40.747307, -73.982707
8, 40.747378, -73.98286799999998
8, 40.747539, -73.983047
8, 40.747345, -73.983072
8, 40.747367, -73.983047
8, 40.747619, -73.983445
8, 40.748797, -73.98205199999998
8, 40.748927, -73.982484
8, 40.748961, -73.98211
8, 40.748705, -73.981837
8, 40.747069, -73.983017
8, 40.74734, -73.98317
8, 40.747242, -73.983247
8, 40.748917, -73.981753
8, 40.747055, -73.983193
8, 40.747257, -73.983434
8, 40.747258, -73.98341499999998
8, 40.747233, -73.98337999999998
8, 40.74706, -73.983411
8, 40.747085, -73.983575
8, 40.746985, -73.983503
8, 40.747023, -73.983513
8, 40.747192, -73.983672
8, 40.74708, -73.983568
8, 40.747013, -73.983517
8, 40.746799, -73.983418
8, 40.746865, -73.98360599999998
8, 40.74689, -73.98357699999998
8, 40.746892, -73.983447
8, 40.746809, -73.983463
8, 40.746965, -73.98353199999998
8, 40.747019, -73.98377399999998
